ID	MS	Mp	VFN	Mh	Man	MMS	TAN	T	Va	Ve	Mk	Cn	Ct	Cr	m (kg)	ID	Mt	Enedc (g/km)	Ewltp (g/km)	W (mm)	At1 (mm)	At2 (mm)	Ft	Fm	ec (cm3)	ep (KW)	z (Wh/km)	It	Ernedc (g/km)	Erwltp (g/km)	De	Vf	r
9319567	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2007/46*0243*25	5E	ACCZDAX0	NFM6FM62S022STVLN657	SKODA	OCTAVIA	M1	M1	1277	9319567		124		1540	2667	1549	PETROL	M	1395	110							1
9368664	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2007/46*0243*26	5E	ACCRMBX0	NFD6FD6D9002STVLN657	SKODA	OCTAVIA	M1	M1	1374	9368664		119		1540	2667	1549	DIESEL	M	1968	110							1
9271598	DE	VW GROUP PC	IP-08-TMB-2018-0026	SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0319*02	5J	ABCHYBX01	NFM5FM5CF0087CPN1C7A	SKODA	FABIA	M1	M1	1086	9271598	1199	111	128	1457	2455	1463	PETROL	M	999	55						0	1
9380624	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2001/116*0291*53	5J	ACCHZBX01	NFM5FM5DF002N617	SKODA	FABIA	M1	M1	1134	9380624		101		1457	2455	1463	PETROL	M	999	70							1
12028903	RO	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0249*06	NS	ACDFGAX1	NAM6AM6BB0030NS5N617	SKODA	KODIAQ	M1	M1	1705	12028903		141		1566	2788	1576	Diesel	M	1968	110							1
9369907	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2001/116*0326*45	3T	ACDFHAX01	NFD7FD7GC004STN627	SKODA	SUPERB	M1	M1	1610	9369907		123		1574	2836	1586	DIESEL	M	1968	140							1
3191756	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0317*00	3T	AADFHAX11	NAD7AD7GC005STN627	ÂŠKODA	SUPERB	M1	M1	1660	3191756		136		1578	2836	1578	Diesel	M	1968	140							1
9317623	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2007/46*0243*24	5E	ACCZDAX0	NFM6FM62S022STVLN657	SKODA	OCTAVIA	M1	M1	1277	9317623		124		1540	2667	1549	PETROL	M	1395	110							1
9379333	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2001/116*0291*53	5J	ACCHZBX01	NFM5FM5DF002N617	SKODA	FABIA	M1	M1	1134	9379333		101		1457	2455	1463	PETROL	M	999	70							1
11120319	SK	VW GROUP PC		SKODA	SKODA AUTO AS	ÂŠKODA AUTO A.S.	e8*2007/46*0320*00	NH	AACHZC	NFM6FM6DQ002STN762SK	ÂŠKODA	RAPID	M1	M1	1190	11120319		106		1478	2589	1441	Petrol	M	999	81							1
3095837	PL	VW GROUP PC	IP-08-TMB-2018-0026	SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0319*03	5J	ABCHYBX01	NFM5FM5CF0087CPN1C7A	SKODA	FABIA	M1	M1	1086	3095837	1198	111	129	1457	2455	1463	Petrol	M	999	70						0	1
3060073	CZ	VW GROUP PC	IP-08-TMB-2018-0097	SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0318*01	5E	ACDGTEX0	NFM5FM5A40517CPSTVLN1B7A	ÂŠKODA	OCTAVIA	M1	M1	1370	3060073	1498	109	131	1533	2667	1533	Diesel	M	1598	85						0	1
9454121	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACCUNAX1	SAD6AD6D9003SCMLN667	SKODA	OCTAVIA	M1	M1	1559	9454121		135		1543	2677	1542	DIESEL	M	1968	135							1
262139	DK	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e11*2007/46*0250*17	NH	ABCHZB	NFM5FM5DF002STN761SK	Skoda	RAPID	M1	M1	1165	262139		103		1478	2590	1441	Petrol	M	999	70							1
9360504	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACCRMBX0	NFD6FD6D9002STVLN687	SKODA	OCTAVIA	M1	M1	1374	9360504		120		1540	2667	1549	DIESEL	M	1968	110							1
5379233	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e11*2001/116*0326*45	3T	AACZEAX01	NFD7FD7CW002STN617	SKODA	SUPERB SE TSI S-A	M1	M1	1450	5379233		121		1566	2836	1578	Petrol	M	1395								1
11120289	SK	VW GROUP PC		SKODA	SKODA AUTO AS	ÂŠKODA AUTO A.S.	e11*2007/46*0250*20	NH	AACHZC	NFM6FM6DQ002STN762SK	ÂŠKODA	RAPID	M1	M1	1190	11120289		106		1478	2589	1441	Petrol	M	999	81							1
3101672	PL	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2001/116*0291*55	5J	ABCHZBX01	NFM5FM5DF002N617	SKODA	FABIA	M1	M1	1110	3101672		101		1457	2455	1463	Petrol	M	999	70						0	1
790410	FR	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2007/46*0243*24	5E	ACDDYAX0	NFM5FM5A4051STVLN627	SKODA	OCTAVIA	M1	M1	1327	790410		109		1533	2667	1533	Diesel	M	1598	85							1
9371623	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACCUNAX0	RFM6FM6FB001V2MLN647	SKODA	OCTAVIA	M1	M1	1467	9371623		119		1556	2677	1547	DIESEL	M	1968	135							1
3094592	PL	VW GROUP PC	IP-08-TMP-2018-0038	SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0319*02	5J	ABDKLDX01	NFM5FM5DF0027CPN1C7A	SKODA	FABIA	M1	M1	1121	3094592	1218	106	124	1457	2455	1463	Petrol	M	999	70						0	1
2805825	AT	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S. TR.	e11*2007/46*0250*19	NH	ABCHZB	NFM5FM5DF002STN761SK	SKODA	RAPID	M1	M1	1165	2805825		103		1478	2590	1441	Petrol	M	999	70							1
12750141	BE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e11*2001/116*0326*45	3T	ACDCXAX01	NFD7FD7CW002STN617	SKODA	SUPERB	M1	M1	1535	12750141		112		1566	2836	1578	Diesel	M	1598	88							1
9361499	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACCRMBX0	NFD6FD6D9002STVLN687	SKODA	OCTAVIA	M1	M1	1374	9361499		120		1540	2667	1549	DIESEL	M	1968	110							1
12023546	RO	VW GROUP PC	IP-08-TMB-2018-0097	SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0318*01	5E	AADGTEX0	NFM5FM5A40517CPSTVLN1B7A	SKODA	OCTAVIA	M1	M1	1348	12023546	1452	107	124	1524	2667	1533	Diesel	M	1598	85						0	1
427624	FI	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e11*2001/116*0326*44	3T	ACDFCAX11	NAD6AD6D9003STN617	SKODA	SUPERB	M1	M1	1680	427624		138		1574	2836	1586	Diesel	M	1968	140							1
792450	FR	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2007/46*0243*26	5E	ACDDYAX0	NFM5FM5A4051STVLN627	SKODA	OCTAVIA	M1	M1	1327	792450		109		1533	2667	1533	Diesel	M	1598	85							1
3364575	GB	VW GROUP PC	IP-08-TMB-2018-2071	SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0272*05	NU	ACDADAX0	NFD7FD7CW0027CP155N1C7B	SKODA	KAROQ SE TSI S-A	M1	M1	1393	3364575	1526	128	163	1537	2624	1572	Petrol	M	1498							0	1
358937	LT	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2007/46*0243*26	5E	AADDYAX0	NFM5FM5A4051STVLN617	SKODA	OCTAVIA	M1	M1	1305	358937		106		1524	2667	1533	Diesel	M	1598	85							1
12025925	RO	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2007/46*0243*26	5E	AADCYAX1	NAD7AD7GC002S1MLN657	SKODA	OCTAVIA	M1	M1	1468	12025925		128		1532	2677	1533	Diesel	M	1968	110							1
12019888	RO	VW GROUP PC	IP-08-TMB-2018-0005	SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0317*02	3T	AADFGAX01	NFD7FD7GC0047CNSTN1C7A	SKODA	SUPERB	M1	M1	1560	12019888	1710	114	145	1566	2836	1578	Diesel	M	1968	110						0	1
2839241	AT	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S. TR.	e11*2007/46*0243*24	5E	AADDYAX0	NFM5FM5A4051STVLN617	SKODA	OCTAVIA	M1	M1	1305	2839241		106		1524	2667	1533	Diesel	M	1598	85							1
9319101	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2007/46*0243*25	5E	ACCZDAX0	NFM6FM62S022STVLN657	SKODA	OCTAVIA	M1	M1	1277	9319101		124		1540	2667	1549	PETROL	M	1395	110							1
426132	FI	VW GROUP PC	IP-08-TMB-2018-2071	SKODA	SKODA AUTO AS	SKODA AUTO a.s.	e8*2007/46*0272*05	NU	ACDADAX0	NFD7FD7CW0027CP155N1C7B	SKODA	KAROQ	M1	M1	1393	426132	1542	128	163	1541	2624	1576	Petrol	M	1498	110						0	1
8550070	SI	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0318*00	5E	ACCHHAX0	RFD6FD6D9011V2MLN647	SKODA	OCTAVIA / COMBI 2.0 / TSI AUT.	M1	M1	1462	8550070		149		1544	2677	1535	Petrol	M	1984	169							1
2989224	HR	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO a.s. tr. Vaclava Klementa 869 Mlada Boleslav II 293 01 Mlada Boleslav  CZ	e11*2007/46*0243*23	5E	AADDYAX0	NFM5FM5A4051STVLN617	SKODA	OCTAVIA	M1	M1	1305	2989224		106		1524	2667	1533	Diesel	M	1598	85							1
12028054	RO	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0318*01	5E	ACDGTEX0	NFD7FD7CW0027CPS1VLN1B7A	SKODA	OCTAVIA	M1	M1	1385	12028054	1531	105	140	1524	2667	1533	Diesel	M	1598	85						0	1
12027959	RO	VW GROUP PC	IP-08-TMB-2018-0005	SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0317*02	3T	ACDFGAX01	NFD7FD7GC0047CNSTN1C7A	SKODA	SUPERB	M1	M1	1582	12027959	1730	117	149	1566	2836	1578	Diesel	M	1968	110						0	1
9318969	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2007/46*0243*24	5E	ACCZDAX0	NFM6FM62S022STVLN657	SKODA	OCTAVIA	M1	M1	1277	9318969		124		1540	2667	1549	PETROL	M	1395	110							1
11926238	IE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e11*2007/46*0243*25	5E	AADDYAX0	NFM5FM5A4051STVLN617	SKODA	OCTAVIA	M1	M1	1305	11926238		106		1524	2667	1533	DIESEL	M	1598	85							1
3390403	GB	VW GROUP PC	IP-08-TMB-2018-2071	SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0272*06	NU	ACDADAX0	NFD7FD7CW0027CP155N1C7B	SKODA	KAROQ SE TECHNOLOGY TSI S-A	M1	M1	1393	3390403	1525	128	163	1537	2624	1572	Petrol	M	1498							0	1
15189043	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0249*06	NS	ACCZPAX1	NAD7AD7DL0046NS7N618	ÂŠKODA	KODIAQ	M1	M1	1738	15189043		170		1576	2788	1576	Petrol	M	1984	132		e8 19	1				1
11926247	IE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e11*2007/46*0243*25	5E	AADDYAX0	NFM5FM5A4051STVLN617	SKODA	OCTAVIA	M1	M1	1305	11926247		106		1524	2667	1533	DIESEL	M	1598	85							1
11778464	PL			NISSAN	NISSAN INTERNATIONAL SA	NISSAN INTERNATIONAL SA	e11*2007/46*0963*16	J11	D	D03	NISSAN	QASHQAI	M1	M1	1275	11778464		151		2646	1560	1560	PETROL	M	1197	85							1
15022011	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0319*00	5J	ABCHZBX01	NFM5FM5DF002N617	ÂŠKODA	FABIA	M1	M1	1110	15022011		101		1441	2455	1441	Petrol	M	999	70							1
9470262	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e13*2007/46*1169*14	AA	ABCHYA	FM5FM5CF0117MMVR0N1SSK61	SKODA	CITIGO	M1	M1	926	9470262		101		1424	2407	1428	PETROL	M	999	44							1
11192347	EE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0318*00	5E	ACCZDAX0	NFD7FD7CW002S1VLN657	SKODA	OCTAVIA	M1	M1	1291	11192347		117		1540	2667	1549	PETROL	M	1395	110							1
15101895	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0272*03	NU	ACDADAX0	NFM6FM62S0327618	ÂŠKODA	KAROQ	M1	M1	1378	15101895		123		1572	2624	1572	Petrol	M	1498	110		e8 19	1				1
4379469	SE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e11*2007/46*0243*25	5E	ACDCYAX1	NAD7AD7GC002STMLN657	SKODA	OCTAVIA	M1		1490	4379469		128		1532	2677	1533	Diesel	M	1968	110							1
9470204	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e13*2007/46*1169*14	AA	ABCHYA	FM5FM5CF0117MMVR0N1SSK61	SKODA	CITIGO	M1	M1	926	9470204		101		1424	2407	1428	PETROL	M	999	44							1
10981868	ES	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0318*00	5E	ACDCYAX1	SAD7AD7GC002SCMLN667	SKODA	OCTAVIA	M1	M1	1561	10981868		135		1543	2677	1542	Diesel	M	1968	110							1
12398360	NL	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0272*03	NU	ACCHZJX0	NFM6FM6AJ0186617	SKODA	KAROQ	M1		1340	12398360		119		1540	2620	1570	PETROL	M	999	85							1
4380000	SE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e11*2007/46*0243*25	5E	ACDDYAX0	NFD7FD7CW002S1VLN617	SKODA	OCTAVIA	M1		1342	4380000		103		1524	2667	1533	Diesel	M	1598	85							1
9466700	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e13*2007/46*1169*14	AA	ABCHYA	FM5FM5CF0117MMVR0N1SSK61	SKODA	CITIGO	M1	M1	926	9466700		101		1424	2407	1428	PETROL	M	999	44							1
13241955	IT	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0318*00	5E	ACDCYAX1	NAD7AD7GC002STMLN657	SKODA	OCTAVIA	M1	M1	1490	13241955		128		1532	2677	1533	DIESEL	M	1968	110							1
10979516	ES	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0272*03	NU	ACCHZJX0	NFM6FM6AJ0186617	SKODA	KAROQ	M1	M1	1340	10979516		119		1541	2624	1576	Petrol	M	999	85							1
12985094	BE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e11*2007/46*0243*26	5E	ACDDYAX0	NFD7FD7CW002STVLN637	SKODA	OCTAVIA	M1	M1	1342	12985094		102		1524	2667	1533	Diesel	M	1598	85							1
15125489	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0318*00	5E	ACDDYAX0	NFM5FM5A4051STVLN617	ÂŠKODA	OCTAVIA	M1	M1	1327	15125489		106		1533	2667	1533	Diesel	M	1598	85							1
9471152	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e13*2007/46*1169*14	AA	ABCHYA	FM5FM5CF0117MMVR0N1SSK61	SKODA	CITIGO	M1	M1	926	9471152		101		1424	2407	1428	PETROL	M	999	44							1
5389515	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0318*00	5E	ACDDYAX0	NFM5FM5A4051STVLN627	SKODA	OCTAVIA SE L TDI	M1	M1	1327	5389515		109		1524	2667	1533	Diesel	M	1598								1
9433071	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2007/46*0243*26	5E	ACDCYAX1	NAD7AD7GC002STMLN657	SKODA	OCTAVIA	M1	M1	1490	9433071		128		1544	2677	1549	DIESEL	M	1968	110							1
740125	FR			NISSAN	NISSAN INTERNATIONAL SA	NISSAN INTERNATIONAL SA	e11*2007/46*0963*16	J11	B	B05	NISSAN	QASHQAI	M1	M1	1485	740125		122		2646	1560	1560	DIESEL	M	1598	96							1
2835016	AT	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S. TR.	e11*2001/116*0326*45	3T	ACDFGAX01	NFD7FD7GC004V2N627	SKODA	SUPERB	M1	M1	1595	2835016		119		1566	2836	1578	Diesel	M	1968	110							1
12586604	HR	VW GROUP PC	IP-08-TMB-2018-0097	SKODA	SKODA AUTO AS	SKODA AUTO a.s. tr. Vaclava Klementa 869 Mlada Boleslav II 293 01 Mlada Boleslav  CZ	e8*2007/46*0318*02	5E	ACDGTEX0	NFM5FM5A40517CPSTVLN1B7A	SKODA	OCTAVIA	M1	M1	1370	12586604	1500	109	131	1524	2667	1533	Diesel	M	1598	85						0	1
15050968	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0318*00	5E	AACZDAX0	NFM6FM62S022STVLN657	ÂŠKODA	OCTAVIA	M1	M1	1255	15050968		121		1533	2667	1533	Petrol	M	1395	110							1
9394309	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0319*01	5J	ACDKRCX01	NFM6FM6DQ0027CPN1C8B	SKODA	FABIA	M1	M1	1152	9394309	1296	107	130	1457	2455	1463	PETROL	M	999	81		e8 19	1			0	1
15141967	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2007/46*0243*25	5E	ACCZDAX0	NFM6FM62S022STVLN657	ÂŠKODA	OCTAVIA	M1	M1	1277	15141967		124		1533	2667	1533	Petrol	M	1395	110							1
12028134	RO	VW GROUP PC	IP-08-TMB-2018-0097	SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0318*01	5E	ACDGTEX0	NFM5FM5A40517CPSTVLN1B7A	SKODA	OCTAVIA	M1	M1	1370	12028134	1507	109	131	1524	2667	1533	Diesel	M	1598	85						0	1
3310720	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e11*2001/116*0326*45	3T	AADFGAX01	NFD7FD7GC004V2N627	SKODA	SUPERB SPORTLINE TDI S-A	M1	M1	1570	3310720		118		1566	2836	1578	Diesel	M	1968								1
9434940	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACDCYAX1	NAD7AD7GC002S1MLN687	SKODA	OCTAVIA	M1	M1	1490	9434940		130		1544	2677	1549	DIESEL	M	1968	110							1
9444893	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACDCYAX1	NAD7AD7GC002S1MLN687	SKODA	OCTAVIA	M1	M1	1490	9444893		130		1544	2677	1549	DIESEL	M	1968	110							1
15047034	CZ	VW GROUP PC	IP-08-TMB-2018-0116	SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0318*03	5E	ACDFFAX0	NFD7FD7GC0027CPSTVLN1B7A	ÂŠKODA	OCTAVIA	M1	M1	1430	15047034	1557	115	138	1533	2667	1533	Diesel	M	1968	110						0	1
9361163	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2007/46*0243*25	5E	ACCRMBX0	NFM6FM62Q025STVLN657	SKODA	OCTAVIA	M1	M1	1354	9361163		113		1540	2667	1549	DIESEL	M	1968	110							1
9301554	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0319*01	5J	ABDKRCX01	NFM6FM6DQ0027CPN1C8B	SKODA	FABIA	M1	M1	1132	9301554	1265	107	127	1457	2455	1463	PETROL	M	999	81		e8 19	1			0	1
3334776	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0317*00	3T	ACDFGAX01	NFD7FD7GC004V2N627	SKODA	SUPERB SPORTLINE TDI S-A	M1	M1	1595	3334776		119		1566	2836	1578	Diesel	M	1968								1
15189455	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0318*00	5E	AACZDAX0	NFM6FM62S022STVLN657	ÂŠKODA	OCTAVIA	M1	M1	1255	15189455		121		1533	2667	1533	Petrol	M	1395	110							1
12023666	RO	VW GROUP PC	IP-08-TMB-2018-0097	SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0318*03	5E	AADGTEX0	NFM5FM5A40517CPSTVLN1B7A	SKODA	OCTAVIA	M1	M1	1348	12023666	1482	107	125	1524	2667	1533	Diesel	M	1598	85						0	1
9355818	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2007/46*0243*21	5E	ACCRMBX0	NFM6FM62Q025STVLN657	SKODA	OCTAVIA	M1	M1	1354	9355818		113		1540	2667	1549	DIESEL	M	1968	110							1
393041	FI			NISSAN	NISSAN INTERNATIONAL SA	NISSAN INTERNATIONAL SA	e9*2007/46*6454*01	K14	B	B01	NISSAN	MICRA	M1	M1	1053	393041		99		2525	1510	1520	PETROL	M	898	66							1
393042	FI			NISSAN	NISSAN INTERNATIONAL SA	NISSAN INTERNATIONAL SA	e9*2007/46*6454*01	K14	B	B01	NISSAN	MICRA	M1	M1	1053	393042		99		2525	1510	1520	PETROL	M	898	66							1
5394169	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0319*00	5J	ACCHZBX01	NFM5FM5DF002N617	SKODA	FABIA SE TSI	M1	M1	1134	5394169		101		1435	2455	1441	Petrol	M	999								1
3086897	PL	VW GROUP PC	IP-08-TMB-2018-0026	SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0319*03	5J	ABCHYBX01	NFM5FM5CF0087CPN1C7A	SKODA	FABIA	M1	M1	1086	3086897	1181	111	128	1457	2455	1463	Petrol	M	999	70						0	1
13046260	BE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e11*2001/116*0291*52	5J	ACCHZCX01	NFM6FM6DQ002N627	SKODA	FABIA	M1	M1	1154	13046260		103		1435	2455	1441	Petrol	M	999	81							1
259078	DK	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e11*2001/116*0291*53	5J	ACCHZCX01	NFD7FD7CW001N627	Skoda	FABIA	M1	M1	1188	259078		107		1435	2455	1441	Petrol	M	999	81							1
3345834	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0319*00	5J	ACCHZBX01	NFM5FM5DF002N617	SKODA	FABIA SE TSI	M1	M1	1134	3345834		101		1435	2455	1441	Petrol	M	999								1
14949763	HU	VW GROUP PC		SKODA	SKODA AUTO AS	Skoda	e8*2007/46*0320*00	NH	AACHZC	NFM6FM6DQ002STN762SK	Skoda	RAPID	M1	M1	1190	14949763		106		1478	2589	1441	Petrol	M	999	81							1
11091188	SK	VW GROUP PC		SKODA	SKODA AUTO AS	ÂŠKODA AUTO A.S.	e8*2007/46*0319*00	5J	ABCHZBX01	NFM5FM5DF002N617	ÂŠKODA	FABIA	M1	M1	1110	11091188		101		1435	2455	1441	Petrol	M	999	70							1
3086889	PL	VW GROUP PC	IP-08-TMP-2018-0038	SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0319*02	5J	ABDKLDX01	NFM5FM5DF0027CPM1C7A	SKODA	FABIA	M1	M1	1121	3086889	1233	106	127	1457	2455	1463	Petrol	M	999	70						0	1
3347266	GB	VW GROUP PC	IP-08-TMB-2018-2087	SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0272*07	NU	ACDADAX0	NFM6FM62S0327CP156N1C7B	SKODA	KAROQ SE L TSI	M1	M1	1378	3347266	1552	124	158	1537	2624	1572	Petrol	M	1498							0	1
14949440	HU	VW GROUP PC		SKODA	SKODA AUTO AS	Skoda	e8*2007/46*0320*00	NH	AACHZC	NFM6FM6DQ002STN762SK	Skoda	RAPID	M1	M1	1190	14949440		106		1478	2589	1441	Petrol	M	999	81							1
428180	FI	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO a.s.	e8*2007/46*0249*06	NS	ACDFGAX1	NAD7AD7DL0030GS5N617	SKODA	KODIAQ	M1G	M1G	1740	428180		149		1576	2788	1586	Diesel	M	1968	110							1
9797784	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E2*2007/46*0003*50	S	XHMZ	6/A00	CITROEN	C3	M1	M1	1055	9797784		109		2539	1483	1480	PETROL	M	1199	60							1
9277054	DE	VW GROUP PC	IP-08-TMB-2018-0026	SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0319*02	5J	ABCHYBX01	NFM5FM5CF0087CPN1C7A	SKODA	FABIA	M1	M1	1086	9277054	1188	111	129	1457	2455	1463	PETROL	M	999	55						0	1
12028906	RO	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0249*05	NS	ACDFGAX1	NAM6AM6BB0030NS5N617	SKODA	KODIAQ	M1	M1	1705	12028906		141		1566	2788	1576	Diesel	M	1968	110							1
9363013	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2001/116*0326*45	3T	ACDFHAX01	NFD7FD7GC004STN627	SKODA	SUPERB	M1	M1	1610	9363013		123		1574	2836	1586	DIESEL	M	1968	140							1
9368084	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2007/46*0243*25	5E	ACCRMBX0	NFD6FD6D9002STVLN657	SKODA	OCTAVIA	M1	M1	1374	9368084		119		1540	2667	1549	DIESEL	M	1968	110							1
15168342	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2001/116*0326*45	3T	ACDFGAX01	NFM6FM62Q028STN617	ÂŠKODA	SUPERB	M1	M1	1575	15168342		113		1578	2836	1578	Diesel	M	1968	110							1
9317571	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2007/46*0243*24	5E	ACCZDAX0	NFM6FM62S022STVLN657	SKODA	OCTAVIA	M1	M1	1277	9317571		124		1540	2667	1549	PETROL	M	1395	110							1
9384320	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2001/116*0291*52	5J	ACCHZBX01	NFM5FM5DF002N617	SKODA	FABIA	M1	M1	1134	9384320		101		1457	2455	1463	PETROL	M	999	70							1
